seed,beta,r_i,dealer_pnl,spot_I,spot_S,n_contracts,n_settled
81,0.63,0.39690000000000003,-10.669284652802162,3.642837709673359,4.6930650475477895,2,2
82,0.63,0.39690000000000003,-18.085808387841098,5.1694327785892495,6.39647231447559,2,2
83,0.63,0.39690000000000003,-2.639534603105858,2.6986805503124818,3.295271032182156,2,2
84,0.63,0.39690000000000003,1.5332753497641534,3.8296099929682357,3.5904755857764994,2,2
85,0.63,0.39690000000000003,-8.939856396289542,1.999231723470852,3.4846504505924685,2,2
86,0.63,0.39690000000000003,-12.986861420795321,4.677496208089153,5.576657578343333,2,2
87,0.63,0.39690000000000003,-5.226115050143562,2.4418671412486086,3.39213662917766,2,2
88,0.63,0.39690000000000003,7.570633181720041,2.1017345258429305,1.8981782582920754,2,2
89,0.63,0.39690000000000003,1.504811750492081,2.9825032613817397,3.0596447047931816,2,2
90,0.63,0.39690000000000003,-4.606408423394896,4.23237359180038,4.45818503035016,2,2
91,0.63,0.39690000000000003,-6.3632206921465695,3.642837709673359,4.262458651488892,2,2
92,0.63,0.39690000000000003,7.01719015953131,3.1354194735378487,2.6047440775521737,2,2
93,0.63,0.39690000000000003,7.341754243941978,2.6986805503124818,2.2971421474766602,2,2
94,0.63,0.39690000000000003,6.308462185785174,3.8296099929682366,3.1129569021731833,2,2
95,0.63,0.39690000000000003,1.0778628154657781,3.2961758675448705,3.299953340178638,2,2
96,0.63,0.39690000000000003,7.637109696632251,2.837044860895655,2.3547761178774387,2,2
97,0.63,0.39690000000000003,4.7738947903271765,2.4418671412486086,2.392135645129331,2,2
98,0.63,0.39690000000000003,-3.8683398788562045,3.465174418122088,3.9010426964802036,2,2
99,0.63,0.39690000000000003,4.40413578809239,2.9825032613817397,2.7697123010356366,2,2
0,0.8,0.6400000000000001,-8.269232739461586,2.5670643467850125,3.6001146568738824,2,2
1,0.8,0.6400000000000001,-3.494054786162451,3.642837709673359,3.983215551849772,2,2
2,0.8,0.6400000000000001,-0.3776996078668162,3.1354194735378487,3.2656454451231136,2,2
3,0.8,0.6400000000000001,-3.596140900044702,4.449372026124917,4.638651616394695,2,2
4,0.8,0.6400000000000001,0.45235938986297697,2.322775875477118,2.532524666889647,2,2
5,0.8,0.6400000000000001,4.613249897607602,5.4344752647896755,4.605795127572053,2,2
6,0.8,0.6400000000000001,6.1178292407421395,4.677496208089153,3.8497539479035026,2,2
7,0.8,0.6400000000000001,4.345263599883765,6.637683077567331,5.595160007565002,2,2
8,0.8,0.6400000000000001,1.4114789293380454,3.465174418122088,3.350531547070153,2,2
9,0.8,0.6400000000000001,-1.5803112683352083,2.9825032613817397,3.2635736414416123,2,2
10,0.8,0.6400000000000001,8.948922684998251,4.23237359180038,3.210546510434887,2,2
11,0.8,0.6400000000000001,3.62697908654809,3.642837709673359,3.2711121645826133,2,2
12,0.8,0.6400000000000001,0.554673217004165,3.1354194735378482,3.1724081626319522,2,2
13,0.8,0.6400000000000001,-11.115650967578404,2.6986805503124818,3.990049442500025,2,2
14,0.8,0.6400000000000001,4.363910814747214,3.8296099929682366,3.34683681839825,2,2
15,0.8,0.6400000000000001,-1.4938870846526697,3.2961758675448705,3.5058693080046286,2,2
16,0.8,0.6400000000000001,10.420826402958483,2.837044860895655,1.9470931539300211,2,2
17,0.8,0.6400000000000001,0.8875215799780563,4.0259582960002955,3.851554384293111,2,2
18,0.8,0.6400000000000001,-0.4958576642675325,3.465174418122088,3.541265206434011,2,2
19,0.8,0.6400000000000001,-5.78445936460048,4.917316566972579,5.231839095538418,2,2
20,0.8,0.6400000000000001,-3.065136671066284,4.23237359180038,4.411952446050263,2,2
21,0.8,0.6400000000000001,-5.420021341647953,3.642837709673359,4.17581220739768,2,2
22,0.8,0.6400000000000001,0.9410629359772429,3.1354194735378487,3.1337691907397027,2,2
23,0.8,0.6400000000000001,-0.5031976082827896,4.449372026124917,4.3293572872209785,2,2
24,0.8,0.6400000000000001,-10.123563275439665,3.8296099929682366,4.795584227417142,2,2
25,0.8,0.6400000000000001,3.834849906619638,3.2961758675448705,2.9729956088708955,2,2
26,0.8,0.6400000000000001,6.487078491598368,2.837044860895655,2.3404679450587373,2,2
27,0.8,0.6400000000000001,3.320469665224664,4.0259582960002955,3.6082595757701057,2,2
28,0.8,0.6400000000000001,-16.180144919082522,3.465174418122088,5.109693931907167,2,2
29,0.8,0.6400000000000001,-9.406260392977856,4.917316566972579,5.594019198375755,2,2
30,0.8,0.6400000000000001,-4.599916642182507,4.23237359180038,4.56543044315425,2,2
31,0.8,0.6400000000000001,-4.602535177255049,6.006024017647005,5.984612637340691,2,2
32,0.8,0.6400000000000001,1.862190654850565,5.169432778589249,4.668867062886638,2,2
33,0.8,0.6400000000000001,4.579682867741212,4.449372026124917,3.821069239617184,2,2
34,0.8,0.6400000000000001,4.600541042280383,3.8296099929682366,3.3231737956504395,2,2
35,0.8,0.6400000000000001,2.780564972665161,5.4344752647896755,4.789063620065766,2,2
36,0.8,0.6400000000000001,-3.4481738447211683,2.837044860895655,3.3339931786875883,2,2
37,0.8,0.6400000000000001,8.384576966869645,4.0259582960002955,3.1018488456031625,2,2
38,0.8,0.6400000000000001,1.871166465105489,2.1017345258429305,2.2138108796562417,2,2
39,0.8,0.6400000000000001,-14.815021009650081,2.9825032613817397,4.587044615566232,2,2
40,0.8,0.6400000000000001,1.936950320377946,2.5670643467850125,2.5794963508920628,2,2
41,0.8,0.6400000000000001,-3.556764349574223,6.006024017647005,5.8800355545735306,2,2
42,0.8,0.6400000000000001,2.3220447334460914,3.1354194735378487,2.9956710109910203,2,2
43,0.8,0.6400000000000001,-3.596691006445326,4.449372026124917,4.638706627035558,2,2
44,0.8,0.6400000000000001,5.893647560267709,3.8296099929682357,3.193863143845621,2,2
45,0.8,0.6400000000000001,-7.101939282962121,5.4344752647896755,5.777314045624793,2,2
46,0.8,0.6400000000000001,-0.8921543561154976,2.837044860895655,3.0783912298384144,2,2
47,0.8,0.6400000000000001,8.127559591433965,4.025958296000295,3.127550583152232,2,2
48,0.8,0.6400000000000001,8.48912302555982,3.465174418122088,2.6427671374435886,2,2
49,0.8,0.6400000000000001,9.774501055129804,4.917316566972579,3.67594305357079,2,2
50,0.8,0.6400000000000001,-5.292276022257283,2.5670643467850125,3.3024189851493944,2,2
51,0.8,0.6400000000000001,-8.744086956954561,3.642837709673359,4.50821876893095,2,2
52,0.8,0.6400000000000001,2.2086781080579385,3.1354194735378487,3.0070076735234066,2,2
53,0.8,0.6400000000000001,-0.580348237301223,4.449372026124917,4.337072350122545,2,2
54,0.8,0.6400000000000001,-11.202121535083279,3.8296099929682366,4.903440053383968,2,2
55,0.8,0.6400000000000001,-3.9475593619281426,3.2961758675448705,3.7512365357332684,2,2
56,0.8,0.6400000000000001,-0.11969023756682873,4.677496208089153,4.473505895726204,2,2
57,0.8,0.6400000000000001,7.098979648086242,4.025958296000295,3.230408577481354,2,2
58,0.8,0.6400000000000001,2.5371142061194405,3.465174418122088,3.237968019388407,2,2
59,0.8,0.6400000000000001,1.7089867674512789,2.9825032613817397,2.9346438378608393,2,2
60,0.8,0.6400000000000001,5.650905663496815,2.5670643467850125,2.208100816575082,2,2
61,0.8,0.6400000000000001,1.093113295850344,2.209492759274241,2.3778227833432344,2,2
62,0.8,0.6400000000000001,0.31862074322998524,3.1354194735378487,3.1960134100120903,2,2
63,0.8,0.6400000000000001,7.064721223083325,1.6368324945346824,1.322533778820064,2,2
64,0.8,0.6400000000000001,-1.778156198328361,2.322775875477118,2.7555762257080527,2,2
65,0.8,0.6400000000000001,-4.797888889210299,3.2961758675448705,3.8362694884628006,2,2
66,0.8,0.6400000000000001,8.4490357816685,4.677496208089153,3.61663329380407,2,2
67,0.8,0.6400000000000001,0.04560691677033901,2.4418671412486086,2.668472926824193,2,2
68,0.8,0.6400000000000001,-0.1612727870233357,3.465174418122088,3.5078067187079283,2,2
69,0.8,0.6400000000000001,0.865393741754815,2.9825032613817397,3.0190031404284086,2,2
70,0.8,0.6400000000000001,3.8600529169198126,4.23237359180038,3.7194334872527404,2,2
71,0.8,0.6400000000000001,-0.8524341341108084,2.209492759274241,2.5723775263328745,2,2
72,0.8,0.6400000000000001,4.353996008983813,3.1354194735378487,2.7924758834331227,2,2
73,0.8,0.6400000000000001,-13.113111525541171,2.6986805503124818,4.18979549830309,2,2
74,0.8,0.6400000000000001,7.6339405089383945,3.8296099929682366,3.0198338489750562,2,2
75,0.8,0.6400000000000001,-7.907311485498212,1.999231723470852,3.109656432820435,2,2
76,0.8,0.6400000000000001,3.293743096408434,2.837044860895655,2.6598014845754374,2,2
77,0.8,0.6400000000000001,7.423957603168674,4.025958296000295,3.197910781976867,2,2
78,0.8,0.6400000000000001,4.506265941774473,5.713106769843826,4.839398727194869,2,2
79,0.8,0.6400000000000001,9.754789268481545,2.9825032613817397,2.1300635877580705,2,2
80,0.8,0.6400000000000001,1.9077392121544108,4.23237359180038,3.9146648577249645,2,2
81,0.8,0.6400000000000001,-8.243125050445087,3.642837709673359,4.4581225782792675,2,2
82,0.8,0.6400000000000001,-13.973156123422086,5.1694327785892495,6.252401740717781,2,2
83,0.8,0.6400000000000001,-2.0393132732715458,2.6986805503124818,3.0824156730729113,2,2
84,0.8,0.6400000000000001,1.1846136695239693,3.8296099929682357,3.664766532918729,2,2
85,0.8,0.6400000000000001,-6.906962988199666,1.999231723470852,3.0096215830974886,2,2
86,0.8,0.6400000000000001,-10.033692622091621,4.677496208089153,5.464906134177085,2,2
87,0.8,0.6400000000000001,-4.037713988102041,2.4418671412486086,3.0768050173157366,2,2
88,0.8,0.6400000000000001,5.8490965474629775,2.1017345258429305,1.8160178714241482,2,2
89,0.8,0.6400000000000001,1.1626225975342095,2.9825032613817397,2.9892802548522206,2,2
90,0.8,0.6400000000000001,-3.5589265731396154,4.23237359180038,4.461331436256538,2,2
91,0.8,0.6400000000000001,-4.916245614993386,3.642837709673359,4.125434634735711,2,2
92,0.8,0.6400000000000001,5.421504615340382,3.1354194735378487,2.6857250227977905,2,2
93,0.8,0.6400000000000001,5.672263913787901,2.6986805503124818,2.3112579543689966,2,2
94,0.8,0.6400000000000001,4.873939009499736,3.8296099929682366,3.295833998925705,2,2
95,0.8,0.6400000000000001,0.832760420627892,3.2961758675448705,3.2732045574729898,2,2
96,0.8,0.6400000000000001,5.90045652561821,2.837044860895655,2.399130141658454,2,2
97,0.8,0.6400000000000001,3.688327101059258,2.4418671412486086,2.304200908390551,2,2
98,0.8,0.6400000000000001,-2.988692344049923,3.465174418122088,3.7905486744107617,2,2
99,0.8,0.6400000000000001,3.4026500578038394,2.9825032613817397,2.7652775088281136,2,2
0,0.95,0.9025,-4.303445158875547,2.5670643467850125,3.0489406217061337,2,2
1,0.95,0.9025,-1.818363762111403,3.642837709673359,3.822417176777949,2,2
2,0.95,0.9025,-0.19656110787764192,3.1354194735378487,3.178189587032146,2,2
3,0.95,0.9025,-1.8714910601265728,4.449372026124917,4.593937507211719,2,2
4,0.95,0.9025,0.23541529034264386,2.322775875477118,2.362980529040131,2,2
5,0.95,0.9025,2.4008113647578284,5.4344752647896755,5.102555341453777,2,2
6,0.95,0.9025,3.183819280238822,4.677496208089153,4.305124446038493,2,2
7,0.95,0.9025,2.2613468737108633,6.637683077567331,6.259549212699101,2,2
8,0.95,0.9025,0.7345569240860641,3.465174418122088,3.398344981190395,2,2
9,0.95,0.9025,-0.8224200590047985,2.9825032613817397,3.095505080586009,2,2
10,0.95,0.9025,4.657167021301575,4.23237359180038,3.734923186452437,2,2
11,0.95,0.9025,1.8875397613737732,3.642837709673359,3.4518268244332715,2,2
12,0.95,0.9025,0.28866109414957464,3.1354194735378482,3.129667366821028,2,2
13,0.95,0.9025,-5.784768170211464,2.6986805503124818,3.3221083161966045,2,2
14,0.95,0.9025,2.2710511919576675,3.8296099929682366,3.590909350500224,2,2
15,0.95,0.9025,-0.7774434878956527,3.2961758675448705,3.388996399323793,2,2
16,0.95,0.9025,5.423170002293773,2.837044860895655,2.332760593996581,2,2
17,0.95,0.9025,0.46188087423797697,4.0259582960002955,3.9583572701498975,2,2
18,0.95,0.9025,-0.25805251009296626,3.465174418122088,3.4976059246032696,2,2
19,0.95,0.9025,-3.010328096221201,4.917316566972579,5.152368524613953,2,2
20,0.95,0.9025,-1.5951476980699226,4.23237359180038,4.3601546583842685,2,2
21,0.95,0.9025,-2.820668535772711,3.642837709673359,3.9226476541441917,2,2
22,0.95,0.9025,0.4897446793038398,3.1354194735378487,3.1095590083104225,2,2
23,0.95,0.9025,-0.2618723380146548,4.449372026124917,4.432975634994566,2,2
24,0.95,0.9025,-5.268469366012141,3.8296099929682366,4.344861406292544,2,2
25,0.95,0.9025,1.9957191658904776,3.2961758675448705,3.1116801339496836,2,2
26,0.95,0.9025,3.3759826829191297,2.837044860895655,2.537479325931516,2,2
27,0.95,0.9025,1.7280272011412308,4.0259582960002955,3.8317426374626566,2,2
28,0.95,0.9025,-8.420414386084303,3.465174418122088,4.313842112204138,2,2
29,0.95,0.9025,-4.895173110533506,4.917316566972579,5.340853026053862,2,2
30,0.95,0.9025,-2.3938725186744705,4.23237359180038,4.440027140443651,2,2
31,0.95,0.9025,-2.3952352474443614,6.006024017647005,6.12513131788465,2,2
32,0.95,0.9025,0.9691147425910458,5.169432778589249,4.993934641767076,2,2
33,0.95,0.9025,2.3833425285993144,4.449372026124917,4.168454148336606,2,2
34,0.95,0.9025,2.39419746666681,3.8296099929682366,3.578594723025546,2,2
35,0.95,0.9025,1.4470518907764927,5.4344752647896755,5.197931288853171,2,2
36,0.95,0.9025,-1.7944865631870925,2.837044860895655,3.054526250545723,2,2
37,0.95,0.9025,4.3634721980197355,4.0259582960002955,3.5681981377743206,2,2
38,0.95,0.9025,0.973785902489908,2.1017345258429305,2.079154185678356,2,2
39,0.95,0.9025,-7.709981379332021,2.9825032613817397,3.7842612126148953,2,2
40,0.95,0.9025,1.008020906127058,2.5670643467850125,2.5177940152073646,2,2
41,0.95,0.9025,-1.8509988536825404,6.006024017647005,6.070707678504711,2,2
42,0.95,0.9025,1.2084303927840665,3.1354194735378487,3.037690436967674,2,2
43,0.95,0.9025,-1.8717773446114734,4.449372026124917,4.593966135656893,2,2
44,0.95,0.9025,3.0671514347195625,3.8296099929682357,3.511299326217822,2,2
45,0.95,0.9025,-3.6959663837915286,5.4344752647896755,5.712233116314213,2,2
46,0.95,0.9025,-0.4642918474273756,2.837044860895655,2.9215067789665707,2,2
47,0.95,0.9025,4.2297161150490865,4.025958296000295,3.581573746070095,2,2
48,0.95,0.9025,4.417879691929556,3.465174418122088,3.030012704402435,2,2
49,0.95,0.9025,5.08681162702851,4.917316566972579,4.342654552296968,2,2
50,0.95,0.9025,-2.754187763785012,2.5670643467850125,2.8940148822018594,2,2
51,0.95,0.9025,-4.550567128695548,3.642837709673359,4.095637513430006,2,2
52,0.95,0.9025,1.149432530393824,3.1354194735378487,3.0435902232029464,2,2
53,0.95,0.9025,-0.302022798336111,4.449372026124917,4.43699068102605,2,2
54,0.95,0.9025,-5.829768880386837,3.8296099929682366,4.400991357732414,2,2
55,0.95,0.9025,-2.05437502625864,3.2961758675448705,3.5166895531602864,2,2
56,0.95,0.9025,-0.062288774526678026,4.677496208089153,4.629735251509317,2,2
57,0.95,0.9025,3.6944261410972103,4.025958296000295,3.6351027434621486,2,2
58,0.95,0.9025,1.320356094976887,3.465174418122088,3.3397650641016314,2,2
59,0.95,0.9025,0.8893849118612707,2.9825032613817397,2.924324583504717,2,2
60,0.95,0.9025,2.940824546501972,2.5670643467850125,2.3245136511720608,2,2
61,0.95,0.9025,0.5688741953345016,2.209492759274241,2.222015678152034,2,2
62,0.95,0.9025,0.16581549204420298,3.1354194735378487,3.1419519270410836,2,2
63,0.95,0.9025,3.676597491488792,1.6368324945346824,1.3672160970385892,2,2
64,0.95,0.9025,-0.9253818249562755,2.322775875477118,2.4790602405701803,2,2
65,0.95,0.9025,-2.4969005425227806,3.2961758675448705,3.5609421047931056,2,2
66,0.95,0.9025,4.39701762876939,4.677496208089153,4.1838046111854705,2,2
67,0.95,0.9025,0.02373459201771766,2.4418671412486086,2.49728530136315,2,2
68,0.95,0.9025,-0.08392901939805597,3.465174418122088,3.480193575530034,2,2
69,0.95,0.9025,0.4503651821287349,2.9825032613817397,2.9682265564781134,2,2
70,0.95,0.9025,2.008835228276439,4.23237359180038,3.9997563657556454,2,2
71,0.95,0.9025,-0.4436207883991301,2.209492759274241,2.3232651765311356,2,2
72,0.95,0.9025,2.2658913634950295,3.1354194735378487,2.931944339894059,2,2
73,0.95,0.9025,-6.82427960250061,2.6986805503124818,3.4260594594197804,2,2
74,0.95,0.9025,3.9728285998571664,3.8296099929682366,3.4207316097070417,2,2
75,0.95,0.9025,-4.11509536660742,1.999231723470852,2.49066465033318,2,2
76,0.95,0.9025,1.7141182536724955,2.837044860895655,2.7036657688567884,2,2
77,0.95,0.9025,3.8635500309756026,4.025958296000295,3.618190354472325,2,2
78,0.95,0.9025,2.345135148963891,5.713106769843826,5.372822892836888,2,2
79,0.95,0.9025,5.076553288032301,2.9825032613817397,2.505607745884494,2,2
80,0.95,0.9025,0.992818963364698,4.23237359180038,4.101357992240946,2,2
81,0.95,0.9025,-4.28985828673467,3.642837709673359,4.06956662923441,2,2
82,0.95,0.9025,-7.2718610018491745,5.1694327785892495,5.818032216221239,2,2
83,0.95,0.9025,-1.0612922757863998,2.6986805503124818,2.8497607267506773,2,2
84,0.95,0.9025,0.6164924995973706,3.8296099929682357,3.7563652197345365,2,2
85,0.95,0.9025,-3.5944975030142814,1.999231723470852,2.43860486397569,2,2
86,0.95,0.9025,-5.221699195099063,4.677496208089153,5.14567629357077,2,2
87,0.95,0.9025,-2.1012929811840877,2.4418671412486086,2.7097880586799437,2,2
88,0.95,0.9025,3.0439663525903597,2.1017345258429305,1.8721361406628312,2,2
89,0.95,0.9025,0.605047982884571,2.9825032613817397,2.95275827640062,2,2
90,0.95,0.9025,-1.8521241105627269,4.23237359180038,4.385852299634362,2,2
91,0.95,0.9025,-2.5584953353973106,3.642837709673359,3.896430334107678,2,2
92,0.95,0.9025,2.821440455969423,3.1354194735378487,2.8763894306444797,2,2
93,0.95,0.9025,2.9519397323019803,2.6986805503124818,2.4484375259377256,2,2
94,0.95,0.9025,2.536478279856965,3.8296099929682366,3.564366641706997,2,2
95,0.95,0.9025,0.43338226329069585,3.2961758675448705,3.2679138242097974,2,2
96,0.95,0.9025,3.0706949327141047,2.837044860895655,2.568008100960423,2,2
97,0.95,0.9025,1.919466280261986,2.4418671412486086,2.3077121325305967,2,2
98,0.95,0.9025,-1.5553648088825867,3.465174418122088,3.6273371544823214,2,2
99,0.95,0.9025,1.7707952333148569,2.9825032613817397,2.8361835513542624,2,2
0,1.0,1.0,0.0,2.5670643467850125,2.5670643467850125,2,2
1,1.0,1.0,0.0,3.642837709673359,3.642837709673359,2,2
2,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
3,1.0,1.0,0.0,4.449372026124917,4.449372026124917,2,2
4,1.0,1.0,0.0,2.322775875477118,2.322775875477118,2,2
5,1.0,1.0,0.0,5.4344752647896755,5.4344752647896755,2,2
6,1.0,1.0,0.0,4.677496208089153,4.677496208089153,2,2
7,1.0,1.0,0.0,6.637683077567331,6.637683077567331,2,2
8,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
9,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
10,1.0,1.0,0.0,4.23237359180038,4.23237359180038,2,2
11,1.0,1.0,0.0,3.642837709673359,3.642837709673359,2,2
12,1.0,1.0,0.0,3.1354194735378482,3.1354194735378482,2,2
13,1.0,1.0,0.0,2.6986805503124818,2.6986805503124818,2,2
14,1.0,1.0,0.0,3.8296099929682366,3.8296099929682366,2,2
15,1.0,1.0,0.0,3.2961758675448705,3.2961758675448705,2,2
16,1.0,1.0,0.0,2.837044860895655,2.837044860895655,2,2
17,1.0,1.0,0.0,4.0259582960002955,4.0259582960002955,2,2
18,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
19,1.0,1.0,0.0,4.917316566972579,4.917316566972579,2,2
20,1.0,1.0,0.0,4.23237359180038,4.23237359180038,2,2
21,1.0,1.0,0.0,3.642837709673359,3.642837709673359,2,2
22,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
23,1.0,1.0,0.0,4.449372026124917,4.449372026124917,2,2
24,1.0,1.0,0.0,3.8296099929682366,3.8296099929682366,2,2
25,1.0,1.0,0.0,3.2961758675448705,3.2961758675448705,2,2
26,1.0,1.0,0.0,2.837044860895655,2.837044860895655,2,2
27,1.0,1.0,0.0,4.0259582960002955,4.0259582960002955,2,2
28,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
29,1.0,1.0,0.0,4.917316566972579,4.917316566972579,2,2
30,1.0,1.0,0.0,4.23237359180038,4.23237359180038,2,2
31,1.0,1.0,0.0,6.006024017647005,6.006024017647005,2,2
32,1.0,1.0,0.0,5.169432778589249,5.169432778589249,2,2
33,1.0,1.0,0.0,4.449372026124917,4.449372026124917,2,2
34,1.0,1.0,0.0,3.8296099929682366,3.8296099929682366,2,2
35,1.0,1.0,0.0,5.4344752647896755,5.4344752647896755,2,2
36,1.0,1.0,0.0,2.837044860895655,2.837044860895655,2,2
37,1.0,1.0,0.0,4.0259582960002955,4.0259582960002955,2,2
38,1.0,1.0,0.0,2.1017345258429305,2.1017345258429305,2,2
39,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
40,1.0,1.0,0.0,2.5670643467850125,2.5670643467850125,2,2
41,1.0,1.0,0.0,6.006024017647005,6.006024017647005,2,2
42,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
43,1.0,1.0,0.0,4.449372026124917,4.449372026124917,2,2
44,1.0,1.0,0.0,3.8296099929682357,3.8296099929682357,2,2
45,1.0,1.0,0.0,5.4344752647896755,5.4344752647896755,2,2
46,1.0,1.0,0.0,2.837044860895655,2.837044860895655,2,2
47,1.0,1.0,0.0,4.025958296000295,4.025958296000295,2,2
48,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
49,1.0,1.0,0.0,4.917316566972579,4.917316566972579,2,2
50,1.0,1.0,0.0,2.5670643467850125,2.5670643467850125,2,2
51,1.0,1.0,0.0,3.642837709673359,3.642837709673359,2,2
52,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
53,1.0,1.0,0.0,4.449372026124917,4.449372026124917,2,2
54,1.0,1.0,0.0,3.8296099929682366,3.8296099929682366,2,2
55,1.0,1.0,0.0,3.2961758675448705,3.2961758675448705,2,2
56,1.0,1.0,0.0,4.677496208089153,4.677496208089153,2,2
57,1.0,1.0,0.0,4.025958296000295,4.025958296000295,2,2
58,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
59,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
60,1.0,1.0,0.0,2.5670643467850125,2.5670643467850125,2,2
61,1.0,1.0,0.0,2.209492759274241,2.209492759274241,2,2
62,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
63,1.0,1.0,0.0,1.6368324945346824,1.6368324945346824,2,2
64,1.0,1.0,0.0,2.322775875477118,2.322775875477118,2,2
65,1.0,1.0,0.0,3.2961758675448705,3.2961758675448705,2,2
66,1.0,1.0,0.0,4.677496208089153,4.677496208089153,2,2
67,1.0,1.0,0.0,2.4418671412486086,2.4418671412486086,2,2
68,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
69,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
70,1.0,1.0,0.0,4.23237359180038,4.23237359180038,2,2
71,1.0,1.0,0.0,2.209492759274241,2.209492759274241,2,2
72,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
73,1.0,1.0,0.0,2.6986805503124818,2.6986805503124818,2,2
74,1.0,1.0,0.0,3.8296099929682366,3.8296099929682366,2,2
75,1.0,1.0,0.0,1.999231723470852,1.999231723470852,2,2
76,1.0,1.0,0.0,2.837044860895655,2.837044860895655,2,2
77,1.0,1.0,0.0,4.025958296000295,4.025958296000295,2,2
78,1.0,1.0,0.0,5.713106769843826,5.713106769843826,2,2
79,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
80,1.0,1.0,0.0,4.23237359180038,4.23237359180038,2,2
81,1.0,1.0,0.0,3.642837709673359,3.642837709673359,2,2
82,1.0,1.0,0.0,5.1694327785892495,5.1694327785892495,2,2
83,1.0,1.0,0.0,2.6986805503124818,2.6986805503124818,2,2
84,1.0,1.0,0.0,3.8296099929682357,3.8296099929682357,2,2
85,1.0,1.0,0.0,1.999231723470852,1.999231723470852,2,2
86,1.0,1.0,0.0,4.677496208089153,4.677496208089153,2,2
87,1.0,1.0,0.0,2.4418671412486086,2.4418671412486086,2,2
88,1.0,1.0,0.0,2.1017345258429305,2.1017345258429305,2,2
89,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
90,1.0,1.0,0.0,4.23237359180038,4.23237359180038,2,2
91,1.0,1.0,0.0,3.642837709673359,3.642837709673359,2,2
92,1.0,1.0,0.0,3.1354194735378487,3.1354194735378487,2,2
93,1.0,1.0,0.0,2.6986805503124818,2.6986805503124818,2,2
94,1.0,1.0,0.0,3.8296099929682366,3.8296099929682366,2,2
95,1.0,1.0,0.0,3.2961758675448705,3.2961758675448705,2,2
96,1.0,1.0,0.0,2.837044860895655,2.837044860895655,2,2
97,1.0,1.0,0.0,2.4418671412486086,2.4418671412486086,2,2
98,1.0,1.0,0.0,3.465174418122088,3.465174418122088,2,2
99,1.0,1.0,0.0,2.9825032613817397,2.9825032613817397,2,2
