seed,liquidity,spot,hedged_qty,unhedged_rev,hedged_rev
50,1.0,2.5670643467850125,100.0,256.70643467850124,338.18375558449435
51,1.0,3.642837709673359,100.0,364.2837709673359,338.1837555845005
52,1.0,3.1354194735378487,100.0,313.54194735378485,338.1837555845203
53,1.0,4.449372026124917,100.0,444.93720261249166,338.1837555844983
54,1.0,3.8296099929682366,100.0,382.9609992968237,338.1837555845179
55,1.0,3.2961758675448705,100.0,329.61758675448704,338.18375558448946
56,1.0,4.677496208089153,100.0,467.74962080891527,338.18375558448423
57,1.0,4.025958296000295,100.0,402.59582960002945,338.18375558449543
58,1.0,3.465174418122088,100.0,346.5174418122088,338.1837555845023
59,1.0,2.9825032613817397,100.0,298.250326138174,338.18375558449276
60,1.0,2.5670643467850125,100.0,256.70643467850124,338.18375558449435
61,1.0,2.209492759274241,100.0,220.94927592742408,338.1837555844928
62,1.0,3.1354194735378487,100.0,313.54194735378485,338.1837555845203
63,1.0,1.6368324945346824,100.0,163.68324945346825,338.18375558449037
64,1.0,2.322775875477118,100.0,232.2775875477118,338.1837555845149
65,1.0,3.2961758675448705,100.0,329.61758675448704,338.18375558448946
66,1.0,4.677496208089153,100.0,467.74962080891527,338.18375558448423
67,1.0,2.4418671412486086,100.0,244.18671412486086,338.18375558450725
68,1.0,3.465174418122088,100.0,346.5174418122088,338.1837555845023
69,1.0,2.9825032613817397,100.0,298.250326138174,338.18375558449276
70,1.0,4.23237359180038,100.0,423.237359180038,338.1837555845079
71,1.0,2.209492759274241,100.0,220.94927592742408,338.1837555844928
72,1.0,3.1354194735378487,100.0,313.54194735378485,338.1837555845203
73,1.0,2.6986805503124818,100.0,269.86805503124816,338.1837555845039
74,1.0,3.8296099929682366,100.0,382.9609992968237,338.1837555845179
75,1.0,1.999231723470852,100.0,199.9231723470852,338.1837555845099
76,1.0,2.837044860895655,100.0,283.7044860895655,338.1837555844938
77,1.0,4.025958296000295,100.0,402.59582960002945,338.18375558449543
78,1.0,5.713106769843826,100.0,571.3106769843826,338.18375558449316
79,1.0,2.9825032613817397,100.0,298.250326138174,338.18375558449276
80,1.0,4.23237359180038,100.0,423.237359180038,338.1837555845079
81,1.0,3.642837709673359,100.0,364.2837709673359,338.1837555845005
82,1.0,5.1694327785892495,100.0,516.943277858925,338.1837555845119
83,1.0,2.6986805503124818,100.0,269.86805503124816,338.1837555845039
84,1.0,3.8296099929682357,100.0,382.96099929682356,338.18375558451777
85,1.0,1.999231723470852,100.0,199.9231723470852,338.1837555845099
86,1.0,4.677496208089153,100.0,467.74962080891527,338.18375558448423
87,1.0,2.4418671412486086,100.0,244.18671412486086,338.18375558450725
88,1.0,2.1017345258429305,100.0,210.17345258429305,338.18375558448497
89,1.0,2.9825032613817397,100.0,298.250326138174,338.18375558449276
90,1.0,4.23237359180038,100.0,423.237359180038,338.1837555845079
91,1.0,3.642837709673359,100.0,364.2837709673359,338.1837555845005
92,1.0,3.1354194735378487,100.0,313.54194735378485,338.1837555845203
93,1.0,2.6986805503124818,100.0,269.86805503124816,338.1837555845039
94,1.0,3.8296099929682366,100.0,382.9609992968237,338.1837555845179
95,1.0,3.2961758675448705,100.0,329.61758675448704,338.18375558448946
96,1.0,2.837044860895655,100.0,283.7044860895655,338.1837555844938
97,1.0,2.4418671412486086,100.0,244.18671412486086,338.18375558450725
98,1.0,3.465174418122088,100.0,346.5174418122088,338.1837555845023
99,1.0,2.9825032613817397,100.0,298.250326138174,338.18375558449276
0,2.0,2.5670643467850125,100.0,256.70643467850124,346.81823445048605
1,2.0,3.642837709673359,100.0,364.2837709673359,346.8182344504922
2,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
3,2.0,4.449372026124917,100.0,444.93720261249166,346.8182344504754
4,2.0,2.322775875477118,100.0,232.2775875477118,346.81823445049207
5,2.0,5.4344752647896755,100.0,543.4475264789676,346.8182344504917
6,2.0,4.677496208089153,100.0,467.74962080891527,346.8182344504905
7,2.0,6.637683077567331,100.0,663.7683077567331,346.81823445048803
8,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
9,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
10,2.0,4.23237359180038,100.0,423.237359180038,346.8182344504996
11,2.0,3.642837709673359,100.0,364.2837709673359,346.8182344504922
12,2.0,3.1354194735378482,100.0,313.54194735378485,346.81823445049747
13,2.0,2.6986805503124818,100.0,269.86805503124816,346.8182344504956
14,2.0,3.8296099929682366,100.0,382.9609992968237,346.818234450495
15,2.0,3.2961758675448705,100.0,329.61758675448704,346.8182344504957
16,2.0,2.837044860895655,100.0,283.7044860895655,346.8182344504855
17,2.0,4.0259582960002955,100.0,402.59582960002956,346.8182344504727
18,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
19,2.0,4.917316566972579,100.0,491.73165669725785,346.81823445048866
20,2.0,4.23237359180038,100.0,423.237359180038,346.8182344504996
21,2.0,3.642837709673359,100.0,364.2837709673359,346.8182344504922
22,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
23,2.0,4.449372026124917,100.0,444.93720261249166,346.8182344504754
24,2.0,3.8296099929682366,100.0,382.9609992968237,346.818234450495
25,2.0,3.2961758675448705,100.0,329.61758675448704,346.8182344504957
26,2.0,2.837044860895655,100.0,283.7044860895655,346.8182344504855
27,2.0,4.0259582960002955,100.0,402.59582960002956,346.8182344504727
28,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
29,2.0,4.917316566972579,100.0,491.73165669725785,346.81823445048866
30,2.0,4.23237359180038,100.0,423.237359180038,346.8182344504996
31,2.0,6.006024017647005,100.0,600.6024017647005,346.81823445047576
32,2.0,5.169432778589249,100.0,516.9432778589248,346.81823445048894
33,2.0,4.449372026124917,100.0,444.93720261249166,346.8182344504754
34,2.0,3.8296099929682366,100.0,382.9609992968237,346.818234450495
35,2.0,5.4344752647896755,100.0,543.4475264789676,346.8182344504917
36,2.0,2.837044860895655,100.0,283.7044860895655,346.8182344504855
37,2.0,4.0259582960002955,100.0,402.59582960002956,346.8182344504727
38,2.0,2.1017345258429305,100.0,210.17345258429305,346.8182344504912
39,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
40,2.0,2.5670643467850125,100.0,256.70643467850124,346.81823445048605
41,2.0,6.006024017647005,100.0,600.6024017647005,346.81823445047576
42,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
43,2.0,4.449372026124917,100.0,444.93720261249166,346.8182344504754
44,2.0,3.8296099929682357,100.0,382.96099929682356,346.8182344504949
45,2.0,5.4344752647896755,100.0,543.4475264789676,346.8182344504917
46,2.0,2.837044860895655,100.0,283.7044860895655,346.8182344504855
47,2.0,4.025958296000295,100.0,402.59582960002945,346.8182344504726
48,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
49,2.0,4.917316566972579,100.0,491.73165669725785,346.81823445048866
50,2.0,2.5670643467850125,100.0,256.70643467850124,346.81823445048605
51,2.0,3.642837709673359,100.0,364.2837709673359,346.8182344504922
52,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
53,2.0,4.449372026124917,100.0,444.93720261249166,346.8182344504754
54,2.0,3.8296099929682366,100.0,382.9609992968237,346.818234450495
55,2.0,3.2961758675448705,100.0,329.61758675448704,346.8182344504957
56,2.0,4.677496208089153,100.0,467.74962080891527,346.8182344504905
57,2.0,4.025958296000295,100.0,402.59582960002945,346.8182344504726
58,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
59,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
60,2.0,2.5670643467850125,100.0,256.70643467850124,346.81823445048605
61,2.0,2.209492759274241,100.0,220.94927592742408,346.8182344504845
62,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
63,2.0,1.6368324945346824,100.0,163.68324945346825,346.81823445048207
64,2.0,2.322775875477118,100.0,232.2775875477118,346.81823445049207
65,2.0,3.2961758675448705,100.0,329.61758675448704,346.8182344504957
66,2.0,4.677496208089153,100.0,467.74962080891527,346.8182344504905
67,2.0,2.4418671412486086,100.0,244.18671412486086,346.81823445049895
68,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
69,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
70,2.0,4.23237359180038,100.0,423.237359180038,346.8182344504996
71,2.0,2.209492759274241,100.0,220.94927592742408,346.8182344504845
72,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
73,2.0,2.6986805503124818,100.0,269.86805503124816,346.8182344504956
74,2.0,3.8296099929682366,100.0,382.9609992968237,346.818234450495
75,2.0,1.999231723470852,100.0,199.9231723470852,346.81823445048707
76,2.0,2.837044860895655,100.0,283.7044860895655,346.8182344504855
77,2.0,4.025958296000295,100.0,402.59582960002945,346.8182344504726
78,2.0,5.713106769843826,100.0,571.3106769843826,346.81823445048485
79,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
80,2.0,4.23237359180038,100.0,423.237359180038,346.8182344504996
81,2.0,3.642837709673359,100.0,364.2837709673359,346.8182344504922
82,2.0,5.1694327785892495,100.0,516.943277858925,346.81823445048906
83,2.0,2.6986805503124818,100.0,269.86805503124816,346.8182344504956
84,2.0,3.8296099929682357,100.0,382.96099929682356,346.8182344504949
85,2.0,1.999231723470852,100.0,199.9231723470852,346.81823445048707
86,2.0,4.677496208089153,100.0,467.74962080891527,346.8182344504905
87,2.0,2.4418671412486086,100.0,244.18671412486086,346.81823445049895
88,2.0,2.1017345258429305,100.0,210.17345258429305,346.8182344504912
89,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
90,2.0,4.23237359180038,100.0,423.237359180038,346.8182344504996
91,2.0,3.642837709673359,100.0,364.2837709673359,346.8182344504922
92,2.0,3.1354194735378487,100.0,313.54194735378485,346.81823445049747
93,2.0,2.6986805503124818,100.0,269.86805503124816,346.8182344504956
94,2.0,3.8296099929682366,100.0,382.9609992968237,346.818234450495
95,2.0,3.2961758675448705,100.0,329.61758675448704,346.8182344504957
96,2.0,2.837044860895655,100.0,283.7044860895655,346.8182344504855
97,2.0,2.4418671412486086,100.0,244.18671412486086,346.81823445049895
98,2.0,3.465174418122088,100.0,346.5174418122088,346.81823445047945
99,2.0,2.9825032613817397,100.0,298.250326138174,346.81823445048445
0,4.0,2.5670643467850125,100.0,256.70643467850124,351.1354738834746
1,4.0,3.642837709673359,100.0,364.2837709673359,351.13547388348076
2,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
3,4.0,4.449372026124917,100.0,444.93720261249166,351.1354738834931
4,4.0,2.322775875477118,100.0,232.2775875477118,351.13547388348064
5,4.0,5.4344752647896755,100.0,543.4475264789676,351.13547388348024
6,4.0,4.677496208089153,100.0,467.74962080891527,351.13547388347905
7,4.0,6.637683077567331,100.0,663.7683077567331,351.1354738834766
8,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
9,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
10,4.0,4.23237359180038,100.0,423.237359180038,351.13547388348815
11,4.0,3.642837709673359,100.0,364.2837709673359,351.13547388348076
12,4.0,3.1354194735378482,100.0,313.54194735378485,351.13547388348604
13,4.0,2.6986805503124818,100.0,269.86805503124816,351.13547388348417
14,4.0,3.8296099929682366,100.0,382.9609992968237,351.1354738834836
15,4.0,3.2961758675448705,100.0,329.61758675448704,351.1354738834843
16,4.0,2.837044860895655,100.0,283.7044860895655,351.13547388347405
17,4.0,4.0259582960002955,100.0,402.59582960002956,351.13547388349036
18,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
19,4.0,4.917316566972579,100.0,491.73165669725785,351.13547388347723
20,4.0,4.23237359180038,100.0,423.237359180038,351.13547388348815
21,4.0,3.642837709673359,100.0,364.2837709673359,351.13547388348076
22,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
23,4.0,4.449372026124917,100.0,444.93720261249166,351.1354738834931
24,4.0,3.8296099929682366,100.0,382.9609992968237,351.1354738834836
25,4.0,3.2961758675448705,100.0,329.61758675448704,351.1354738834843
26,4.0,2.837044860895655,100.0,283.7044860895655,351.13547388347405
27,4.0,4.0259582960002955,100.0,402.59582960002956,351.13547388349036
28,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
29,4.0,4.917316566972579,100.0,491.73165669725785,351.13547388347723
30,4.0,4.23237359180038,100.0,423.237359180038,351.13547388348815
31,4.0,6.006024017647005,100.0,600.6024017647005,351.13547388349343
32,4.0,5.169432778589249,100.0,516.9432778589248,351.1354738834775
33,4.0,4.449372026124917,100.0,444.93720261249166,351.1354738834931
34,4.0,3.8296099929682366,100.0,382.9609992968237,351.1354738834836
35,4.0,5.4344752647896755,100.0,543.4475264789676,351.13547388348024
36,4.0,2.837044860895655,100.0,283.7044860895655,351.13547388347405
37,4.0,4.0259582960002955,100.0,402.59582960002956,351.13547388349036
38,4.0,2.1017345258429305,100.0,210.17345258429305,351.1354738834798
39,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
40,4.0,2.5670643467850125,100.0,256.70643467850124,351.1354738834746
41,4.0,6.006024017647005,100.0,600.6024017647005,351.13547388349343
42,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
43,4.0,4.449372026124917,100.0,444.93720261249166,351.1354738834931
44,4.0,3.8296099929682357,100.0,382.96099929682356,351.1354738834835
45,4.0,5.4344752647896755,100.0,543.4475264789676,351.13547388348024
46,4.0,2.837044860895655,100.0,283.7044860895655,351.13547388347405
47,4.0,4.025958296000295,100.0,402.59582960002945,351.13547388349025
48,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
49,4.0,4.917316566972579,100.0,491.73165669725785,351.13547388347723
50,4.0,2.5670643467850125,100.0,256.70643467850124,351.1354738834746
51,4.0,3.642837709673359,100.0,364.2837709673359,351.13547388348076
52,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
53,4.0,4.449372026124917,100.0,444.93720261249166,351.1354738834931
54,4.0,3.8296099929682366,100.0,382.9609992968237,351.1354738834836
55,4.0,3.2961758675448705,100.0,329.61758675448704,351.1354738834843
56,4.0,4.677496208089153,100.0,467.74962080891527,351.13547388347905
57,4.0,4.025958296000295,100.0,402.59582960002945,351.13547388349025
58,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
59,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
60,4.0,2.5670643467850125,100.0,256.70643467850124,351.1354738834746
61,4.0,2.209492759274241,100.0,220.94927592742408,351.1354738834731
62,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
63,4.0,1.6368324945346824,100.0,163.68324945346825,351.13547388347064
64,4.0,2.322775875477118,100.0,232.2775875477118,351.13547388348064
65,4.0,3.2961758675448705,100.0,329.61758675448704,351.1354738834843
66,4.0,4.677496208089153,100.0,467.74962080891527,351.13547388347905
67,4.0,2.4418671412486086,100.0,244.18671412486086,351.1354738834875
68,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
69,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
70,4.0,4.23237359180038,100.0,423.237359180038,351.13547388348815
71,4.0,2.209492759274241,100.0,220.94927592742408,351.1354738834731
72,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
73,4.0,2.6986805503124818,100.0,269.86805503124816,351.13547388348417
74,4.0,3.8296099929682366,100.0,382.9609992968237,351.1354738834836
75,4.0,1.999231723470852,100.0,199.9231723470852,351.13547388347564
76,4.0,2.837044860895655,100.0,283.7044860895655,351.13547388347405
77,4.0,4.025958296000295,100.0,402.59582960002945,351.13547388349025
78,4.0,5.713106769843826,100.0,571.3106769843826,351.1354738834734
79,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
80,4.0,4.23237359180038,100.0,423.237359180038,351.13547388348815
81,4.0,3.642837709673359,100.0,364.2837709673359,351.13547388348076
82,4.0,5.1694327785892495,100.0,516.943277858925,351.13547388347763
83,4.0,2.6986805503124818,100.0,269.86805503124816,351.13547388348417
84,4.0,3.8296099929682357,100.0,382.96099929682356,351.1354738834835
85,4.0,1.999231723470852,100.0,199.9231723470852,351.13547388347564
86,4.0,4.677496208089153,100.0,467.74962080891527,351.13547388347905
87,4.0,2.4418671412486086,100.0,244.18671412486086,351.1354738834875
88,4.0,2.1017345258429305,100.0,210.17345258429305,351.1354738834798
89,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
90,4.0,4.23237359180038,100.0,423.237359180038,351.13547388348815
91,4.0,3.642837709673359,100.0,364.2837709673359,351.13547388348076
92,4.0,3.1354194735378487,100.0,313.54194735378485,351.13547388348604
93,4.0,2.6986805503124818,100.0,269.86805503124816,351.13547388348417
94,4.0,3.8296099929682366,100.0,382.9609992968237,351.1354738834836
95,4.0,3.2961758675448705,100.0,329.61758675448704,351.1354738834843
96,4.0,2.837044860895655,100.0,283.7044860895655,351.13547388347405
97,4.0,2.4418671412486086,100.0,244.18671412486086,351.1354738834875
98,4.0,3.465174418122088,100.0,346.5174418122088,351.1354738834826
99,4.0,2.9825032613817397,100.0,298.250326138174,351.135473883473
