cell_index,cell_label,n_seeds,epoch,override_planner.planner_type,total_production_mean,total_production_median,total_production_p10,total_production_p90,gini_coefficient_mean,gini_coefficient_median,gini_coefficient_p10,gini_coefficient_p90,welfare_mean,welfare_median,welfare_p10,welfare_p90,total_tax_revenue_mean,total_tax_revenue_median,total_tax_revenue_p10,total_tax_revenue_p90,total_audits_mean,total_audits_median,total_audits_p10,total_audits_p90,total_catches_mean,total_catches_median,total_catches_p10,total_catches_p90,bunching_intensity_mean,bunching_intensity_median,bunching_intensity_p10,bunching_intensity_p90,enforcement_cost_mean,enforcement_cost_median,enforcement_cost_p10,enforcement_cost_p90
0,planner_type=heuristic,20,0,heuristic,85.32000000000001,83.95,74.95,93.48,0.24685516745322186,0.2451607742761158,0.1938448374779909,0.31973468533397464,5.970858130559104,5.877024818651023,5.227622050898267,6.580220438403861,8.4932,8.475000000000001,7.3964,9.325,9.95,10.0,8.0,11.0,1.45,1.5,1.0,2.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,4.975,5.0,4.0,5.5
0,planner_type=heuristic,20,1,heuristic,89.95,89.35,72.21,105.53,0.43756998842143896,0.43655267589820357,0.3477970513036423,0.5289699569850908,6.20621500578928,6.18671292038122,4.954119047619048,7.327219938201934,9.1360744,9.2649,6.7095216,11.4182032,10.8,11.0,9.0,13.0,1.55,2.0,1.0,2.0,0.06785714285714285,0.07142857142857142,0.0,0.14285714285714285,5.4,5.5,4.5,6.5
0,planner_type=heuristic,20,2,heuristic,113.27,116.4,82.12,151.18,0.5100850958346996,0.523291166115865,0.4469562826463479,0.5725708502024291,7.835671737796936,8.066970273372592,5.611452271984308,10.558199179246857,12.46489855575,12.049576000000002,7.867665736999999,17.508213599999998,11.7,12.0,10.0,13.0,1.75,2.0,1.0,2.0,0.09642857142857142,0.07142857142857142,0.06428571428571428,0.15,5.85,6.0,5.0,6.5
0,planner_type=heuristic,20,3,heuristic,129.763,121.35,87.88,177.59,0.530786358890794,0.5320475049545952,0.4617950404698004,0.5880346671228129,9.003392534840318,8.399671716596691,5.9886455864609305,12.446724505663544,15.994294897628949,13.071648686111113,8.710790630000002,24.888230641375003,11.3,11.0,9.9,13.1,0.65,1.0,0.0,1.1,0.1607142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,5.65,5.5,4.95,6.55
0,planner_type=heuristic,20,4,heuristic,141.1,133.14999999999998,91.27,215.8,0.5408046115086347,0.5313560093637654,0.45891349511414975,0.6167407617809311,9.80816912281711,9.232503731823591,6.2390501622822425,15.112225869417044,19.135868324956636,15.527639029398696,8.4908023515,32.88236632255,12.0,12.0,10.8,14.0,0.1,0.0,0.0,0.1,0.20357142857142857,0.21428571428571427,0.07142857142857142,0.29285714285714287,6.0,6.0,5.4,7.0
0,planner_type=heuristic,20,5,heuristic,170.195,153.45,113.28,240.75,0.537226694751931,0.5472523077029174,0.4520239909663692,0.6030116190345315,11.888172366909748,10.72933791027932,7.830898698444733,16.938177376356784,24.736267930547506,20.185371950974936,13.956473374972134,40.42941520659543,12.4,13.0,10.0,14.0,0.95,1.0,0.0,2.0,0.1357142857142857,0.14285714285714285,0.07142857142857142,0.21428571428571427,6.2,6.5,5.0,7.0
0,planner_type=heuristic,20,6,heuristic,185.98,180.45,118.31,278.23,0.5300978458637817,0.522532821062669,0.44748775851363604,0.5957564415194713,13.019236791353823,12.592368758323115,8.120894132853856,19.62311890195333,29.024098431100807,24.476675827175036,15.310230861359459,53.011201222958455,12.6,13.0,10.9,14.0,0.75,1.0,0.0,2.0,0.12857142857142856,0.10714285714285714,0.0,0.22142857142857142,6.3,6.5,5.45,7.0
0,planner_type=heuristic,20,7,heuristic,193.35999999999999,196.6,121.54,280.28999999999996,0.5310039115062274,0.5223561478945756,0.4504390762217378,0.6188521121794118,13.545926615675457,13.767867893992765,8.358901711327796,19.76309371473806,32.07561241156235,29.506388319460072,18.520370897068545,57.91519591000928,12.65,13.0,11.0,14.0,0.3,0.0,0.0,1.0,0.125,0.14285714285714285,0.0,0.21428571428571427,6.325,6.5,5.5,7.0
0,planner_type=heuristic,20,8,heuristic,217.9,220.25,151.86,286.63,0.5239851574641031,0.5127339345089877,0.4725727850729466,0.5834676199923736,15.302293135553663,15.461014028237642,10.597225111276407,20.235401068537413,37.70963544807389,30.616180339246924,22.70917328434532,61.469901136099736,12.85,13.5,10.9,14.0,0.85,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.14285714285714285,6.425,6.75,5.45,7.0
0,planner_type=heuristic,20,9,heuristic,232.45499999999998,216.8,158.26,329.11,0.5266680508126278,0.5235069808681261,0.4559839741540628,0.6042790043317962,16.340594546022256,15.200189613311185,11.019439907323449,23.263045082307585,43.22072835347702,35.548850139920894,24.14753063240247,75.77983827035062,13.2,13.0,12.0,14.0,0.7,0.5,0.0,2.0,0.09642857142857142,0.07142857142857142,0.0,0.21428571428571427,6.6,6.5,6.0,7.0
0,planner_type=heuristic,20,10,heuristic,240.265,241.25,159.22,339.58,0.5281200339994343,0.5196644002681836,0.46307375397825057,0.6107120524117778,16.897725697285995,16.97445952226043,11.053114227566756,24.02079421620239,47.1068335429736,38.30472256567974,28.702057565363805,82.07424281151071,13.05,13.0,12.0,14.0,0.35,0.0,0.0,1.1,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.525,6.5,6.0,7.0
0,planner_type=heuristic,20,11,heuristic,256.18,249.45,170.87,343.95,0.5355794344166613,0.5232742021416954,0.44494483437854077,0.6101212808346009,18.030781711363097,17.561303158550185,11.907351774418602,24.318898714173514,52.38099473598965,41.089729468434115,30.53573143938222,85.4429653275189,13.45,14.0,12.9,14.0,0.9,1.0,0.0,2.0,0.11785714285714285,0.14285714285714285,0.06428571428571428,0.21428571428571427,6.725,7.0,6.45,7.0
0,planner_type=heuristic,20,12,heuristic,271.67,269.95,189.72,368.59,0.5427379543361246,0.5329867525707476,0.4730933893245692,0.6220574910603262,19.133631022831935,18.995048915286368,13.241620530952828,26.097040584476986,59.13295464368215,57.29202057145058,36.08059981037307,97.05069271384671,13.35,13.0,12.9,14.0,0.7,0.0,0.0,2.0,0.11071428571428571,0.14285714285714285,0.0,0.21428571428571427,6.675,6.5,6.45,7.0
0,planner_type=heuristic,20,13,heuristic,273.16499999999996,277.79999999999995,191.47999999999996,373.13999999999993,0.5353852416413848,0.5328422319269,0.4681562678338104,0.5951506719559709,19.244093093465022,19.5721650195552,13.363152799500806,26.404553057899648,62.32914666046254,56.77841755145222,38.45881554421901,104.04703973264408,13.25,14.0,12.0,14.0,0.25,0.0,0.0,1.0,0.10357142857142856,0.10714285714285714,0.0,0.15,6.625,7.0,6.0,7.0
0,planner_type=heuristic,20,14,heuristic,295.87,291.7,201.71,388.09,0.5449908009515345,0.5560930160835301,0.4638877014411326,0.6121517975781409,20.86107602809566,20.576263402152936,14.10062824529281,27.475836594505054,70.10325615085392,64.07586121242055,42.93138188918396,104.68655879562473,13.35,13.5,12.0,14.0,1.0,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.21428571428571427,6.675,6.75,6.0,7.0
0,planner_type=heuristic,20,15,heuristic,308.76,328.45,212.34,407.98,0.5461544982066541,0.5539396527841906,0.47540855440922214,0.615003578069821,21.781208465182388,23.17372997936947,14.88549922653418,28.89955147572673,77.85844540789051,81.24064323440481,47.85873228060618,116.5625251344302,13.5,14.0,12.9,14.0,0.7,0.0,0.0,2.0,0.10714285714285714,0.10714285714285714,0.0,0.21428571428571427,6.75,7.0,6.45,7.0
0,planner_type=heuristic,20,16,heuristic,321.96999999999997,333.95,221.01,415.18,0.5492710484869755,0.5599810632883393,0.47687474860935053,0.6182940657622955,22.723221618613653,23.57051220857673,15.478831041136067,29.406475606746703,85.95815321391488,90.2294366030091,52.55113329471383,124.26093306289357,13.5,14.0,12.9,14.0,0.2,0.0,0.0,1.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.75,7.0,6.45,7.0
0,planner_type=heuristic,20,17,heuristic,334.82,347.2,241.29,443.51,0.5468451357036458,0.5492561578806121,0.47271363965714003,0.6155035985840273,23.642291717862463,24.511796904679485,16.958762186769803,31.443124000891885,89.88062965788416,88.96184865992267,56.35666973226366,131.21764956437687,13.6,14.0,13.0,14.0,1.1,1.0,0.0,2.0,0.07857142857142857,0.07142857142857142,0.0,0.14285714285714285,6.8,7.0,6.5,7.0
0,planner_type=heuristic,20,18,heuristic,352.94,352.95,242.2,473.18,0.5488080536992866,0.5566548750773725,0.46561593281762925,0.6258333546198971,24.935595973150356,24.947367679845946,17.02055091578308,33.56409566083974,100.29597565529849,98.03109181254187,61.72923987365553,146.30312412677458,13.55,14.0,13.0,14.0,0.65,0.0,0.0,2.0,0.10714285714285714,0.07142857142857142,0.0,0.22142857142857142,6.775,7.0,6.5,7.0
0,planner_type=heuristic,20,19,heuristic,361.895,367.7,255.23000000000005,503.51,0.5511287490126291,0.5436180409592474,0.482356981696656,0.6267704047365065,25.57407848263654,25.982663981715703,17.911152994115447,35.72304772381716,108.50303321689714,112.3497586126075,70.51046260770813,159.5959227729318,13.65,14.0,13.0,14.0,0.15,0.0,0.0,1.0,0.12142857142857143,0.14285714285714285,0.0,0.21428571428571427,6.825,7.0,6.5,7.0
0,planner_type=heuristic,20,20,heuristic,386.26,375.35,276.7,533.97,0.5490421876770816,0.5678789769182782,0.4764408886955681,0.6085346244270583,27.31547890616146,26.544845251459684,19.479454031117395,37.89215651169749,116.95587113983497,112.82974604739411,75.75044658254136,169.3847239243195,13.7,14.0,13.0,14.0,1.15,1.0,0.0,2.0,0.075,0.07142857142857142,0.0,0.14285714285714285,6.85,7.0,6.5,7.0
0,planner_type=heuristic,20,21,heuristic,403.0,400.5,281.27,570.24,0.547317241314308,0.5609851615758077,0.46706610545021926,0.6225957349884691,28.51205566505713,28.347364962831954,19.79248919571834,40.48646681023969,128.70963649709174,128.79867031979794,83.23692529467044,193.22416944902199,13.7,14.0,13.0,14.0,0.65,0.0,0.0,2.0,0.11428571428571428,0.07142857142857142,0.06428571428571428,0.21428571428571427,6.85,7.0,6.5,7.0
0,planner_type=heuristic,20,22,heuristic,407.78000000000003,406.4,281.08,549.83,0.5521851504415399,0.569143332404013,0.47012814094240296,0.6333627240275047,28.851050281922088,28.74336179691594,19.801342261796773,39.01037879564114,135.45055794126313,138.21787025506657,83.9259381429298,190.36577400138833,13.6,14.0,12.9,14.0,0.05,0.0,0.0,0.0,0.11428571428571428,0.10714285714285714,0.0,0.21428571428571427,6.8,7.0,6.45,7.0
0,planner_type=heuristic,20,23,heuristic,426.5,421.1,302.76,586.69,0.5521303129834112,0.5619163259686427,0.4715464918495883,0.6262213547254157,30.188220557794008,29.8116915188714,21.342448671002316,41.65202046267347,139.52800804606412,141.25933100655817,91.17209821760837,199.69010958546426,13.9,14.0,14.0,14.0,1.2,1.5,0.0,2.0,0.07857142857142857,0.07142857142857142,0.0,0.15,6.95,7.0,7.0,7.0
0,planner_type=heuristic,20,24,heuristic,438.06,442.9,283.71999999999997,594.06,0.5557049193954993,0.5678105163676592,0.4770332395178378,0.6459874724506757,31.01214754030225,31.366059909668586,19.968927742399686,42.17708222418689,151.07311671335478,157.54839539310703,91.69923561572654,214.65739405515532,13.65,14.0,12.9,14.0,0.65,0.0,0.0,2.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.825,7.0,6.45,7.0
0,planner_type=heuristic,20,25,heuristic,443.07,452.9,301.33000000000004,588.21,0.557623425140249,0.5661189081310758,0.48716597812612605,0.6391875972885193,31.36904543028702,32.06694054593446,21.241934252593317,41.756622807278085,160.97269324766023,162.3967129917462,99.43437322274714,216.75334774944145,13.85,14.0,13.0,14.0,0.1,0.0,0.0,0.1,0.12142857142857143,0.14285714285714285,0.0,0.21428571428571427,6.925,7.0,6.5,7.0
0,planner_type=heuristic,20,26,heuristic,472.68664290538766,490.3,305.21,602.7,0.5593311225153719,0.5618743420820468,0.47570653478912656,0.6590281771940235,33.48366607484143,34.76133178770277,21.511551394449388,42.79158361275651,171.6132067117692,180.77616670372407,100.48035490963846,230.4543790109081,13.8,14.0,13.0,14.0,1.15,1.0,0.0,2.0,0.07857142857142857,0.07142857142857142,0.0,0.14285714285714285,6.9,7.0,6.5,7.0
0,planner_type=heuristic,20,27,heuristic,470.17,489.95000000000005,311.35,610.9,0.555828338595837,0.5686712636020418,0.47598473085667903,0.6340306907502893,33.30565725927351,34.73241085692189,21.95014084780001,43.38277925779532,175.26301491513098,183.54910117294057,108.9684078173968,235.205600321546,13.8,14.0,13.0,14.0,0.7,0.5,0.0,2.0,0.09285714285714285,0.07142857142857142,0.0,0.21428571428571427,6.9,7.0,6.5,7.0
0,planner_type=heuristic,20,28,heuristic,479.085,502.04999999999995,302.63,612.95,0.5490630485321345,0.5546205492208041,0.47356034223558774,0.6252522341600398,33.94582561859107,35.600450065529074,21.330607037536428,43.529463403405046,187.34406905653,195.1106582252729,107.84992794994874,252.1779755423479,13.9,14.0,13.9,14.0,0.15,0.0,0.0,1.0,0.09285714285714285,0.07142857142857142,0.0,0.15,6.95,7.0,6.95,7.0
0,planner_type=heuristic,20,29,heuristic,491.6,522.75,337.44,647.46,0.5513866827392372,0.5418541854880432,0.4654619337328272,0.6375792109550708,34.8385923729161,37.09139200925327,23.834737460865128,46.03350354217601,189.5722462619703,190.91398745308516,116.29678778409951,252.10955020204864,13.9,14.0,13.9,14.0,1.15,1.0,0.0,2.0,0.075,0.07142857142857142,0.0,0.15,6.95,7.0,6.95,7.0
0,planner_type=heuristic,20,30,heuristic,513.7927332254359,536.55,308.54,667.06,0.5541599224407521,0.5658565315721348,0.48224341495503753,0.6351162270673804,36.42240098345361,38.041544681052926,21.747491820732645,47.40356283787047,208.76983797198557,216.10981927294424,115.5408653539432,285.2463658933001,13.95,14.0,14.0,14.0,0.7,0.5,0.0,2.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,6.975,7.0,7.0,7.0
0,planner_type=heuristic,20,31,heuristic,500.99,509.95,319.07,660.78,0.549248026156605,0.5663095950576,0.4736094829543554,0.6255263910525103,35.510375986921694,36.15562233445856,22.504098367855285,46.9811731084038,208.61666382966814,212.67835559752547,123.35513393947436,292.5664850185119,13.95,14.0,14.0,14.0,0.15,0.0,0.0,1.0,0.08928571428571427,0.10714285714285714,0.0,0.15,6.975,7.0,7.0,7.0
0,planner_type=heuristic,20,32,heuristic,521.8456335296091,552.9,343.64,657.19,0.5409705208362008,0.5402725372548711,0.46396388291207147,0.6232253904496226,37.0042028488397,39.21597449923373,24.276984597204493,46.69527092031637,213.18868560082205,217.53234611238213,124.45374550666227,287.3432478568989,13.9,14.0,14.0,14.0,1.15,1.0,0.0,2.0,0.06428571428571428,0.07142857142857142,0.0,0.14285714285714285,6.95,7.0,7.0,7.0
0,planner_type=heuristic,20,33,heuristic,531.9092251911023,536.85,381.0456540682337,673.31,0.5512793117832361,0.5494352322017152,0.45800678941444917,0.646904686568018,37.71787642918712,38.10036356456299,26.894094375875543,47.87940075003598,227.40157873026283,235.18412435785984,168.3884057637516,304.764566984613,13.95,14.0,14.0,14.0,0.7,0.5,0.0,2.0,0.075,0.07142857142857142,0.0,0.15,6.975,7.0,7.0,7.0
0,planner_type=heuristic,20,34,heuristic,533.2809616650188,548.55,325.2387277995789,673.58,0.5439492131917048,0.5428754388567472,0.47603585239259283,0.6252625608593421,37.81952265519121,38.90478334986885,22.89152376989611,47.899066722843784,236.43355868428569,243.9465689300576,138.29314260941862,321.8457436141005,13.9,14.0,13.9,14.0,0.1,0.0,0.0,0.1,0.075,0.07142857142857142,0.0,0.14285714285714285,6.95,7.0,6.95,7.0
0,planner_type=heuristic,20,35,heuristic,545.9180302115021,584.05,309.31000000000006,699.63,0.5361641279263571,0.5329749449348397,0.4629375448017751,0.5980245025413653,38.726062951144115,41.46289941173933,21.81128582767149,49.73874256318264,235.44642444887984,255.25994927494898,114.0776899350256,313.2208250383366,14.0,14.0,14.0,14.0,1.2,1.0,0.0,2.0,0.060714285714285714,0.07142857142857142,0.0,0.14285714285714285,7.0,7.0,7.0,7.0
0,planner_type=heuristic,20,36,heuristic,550.723380625,596.763125,341.92,691.45722625,0.5415090214242257,0.5320830654046227,0.46852975870646363,0.6261856370826738,39.06662981964503,42.338403351183054,24.13690309549028,49.12630705830842,246.89057635744712,268.0523657764843,142.07793178794955,329.7933776313399,13.85,14.0,13.0,14.0,0.7,0.5,0.0,2.0,0.06428571428571428,0.07142857142857142,0.0,0.14285714285714285,6.925,7.0,6.5,7.0
0,planner_type=heuristic,20,37,heuristic,553.4160625,577.75,340.16,704.9,0.5343542370947283,0.5264266284585737,0.4565751943068206,0.6021944145837128,39.262541631452635,41.00247962252052,24.00827125534641,50.122595758066865,259.5032912610314,263.3519103341084,146.54741470419177,340.27941838078834,13.85,14.0,13.0,14.0,0.1,0.0,0.0,0.1,0.07142857142857142,0.07142857142857142,0.0,0.15,6.925,7.0,6.5,7.0
0,planner_type=heuristic,20,38,heuristic,565.51920278125,586.5056840625,373.02541875000003,701.6,0.5345683140506214,0.5376739544851394,0.46053669321796664,0.6213124829460382,40.126944613063976,41.60203220369941,26.302377266012186,49.88004127876018,256.4693973562289,274.2298636917276,166.98449332446566,327.881682940435,13.9,14.0,13.9,14.0,1.15,1.0,0.0,2.0,0.060714285714285714,0.07142857142857142,0.0,0.14285714285714285,6.95,7.0,6.95,7.0
0,planner_type=heuristic,20,39,heuristic,573.3218887732916,604.8499999999999,365.54,708.87,0.5323904867720208,0.521783764693796,0.4534745987868053,0.6241291715718169,40.68536824042053,42.95059615537271,25.840008773031986,50.39844196041505,270.0146349400218,287.84192658016536,160.30811005029878,370.56664541920486,13.9,14.0,13.9,14.0,0.7,0.5,0.0,2.0,0.06428571428571428,0.07142857142857142,0.0,0.14285714285714285,6.95,7.0,6.95,7.0
1,planner_type=bandit,20,0,bandit,85.32000000000001,83.95,74.95,93.48,0.24685516745322186,0.2451607742761158,0.1938448374779909,0.31973468533397464,5.970858130559104,5.877024818651023,5.227622050898267,6.580220438403861,8.4932,8.475000000000001,7.3964,9.325,9.95,10.0,8.0,11.0,1.45,1.5,1.0,2.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,4.975,5.0,4.0,5.5
1,planner_type=bandit,20,1,bandit,89.95,89.35,72.21,105.53,0.43756998842143896,0.43655267589820357,0.3477970513036423,0.5289699569850908,6.20621500578928,6.18671292038122,4.954119047619048,7.327219938201934,10.112300000000001,10.1875,7.464200000000001,12.613400000000002,10.8,11.0,9.0,13.0,1.55,2.0,1.0,2.0,0.06785714285714285,0.07142857142857142,0.0,0.14285714285714285,5.4,5.5,4.5,6.5
1,planner_type=bandit,20,2,bandit,113.27,116.4,82.12,151.18,0.5100850958346996,0.523291166115865,0.4469562826463479,0.5725708502024291,7.835671737796936,8.066970273372592,5.611452271984308,10.558199179246857,14.60473687907717,14.651,9.410810571683788,20.7251,11.7,12.0,10.0,13.0,1.75,2.0,1.0,2.0,0.09642857142857142,0.07142857142857142,0.06428571428571428,0.15,5.85,6.0,5.0,6.5
1,planner_type=bandit,20,3,bandit,129.763,121.35,87.88,177.59,0.530786358890794,0.5320475049545952,0.4617950404698004,0.5880346671228129,9.003392534840318,8.399671716596691,5.9886455864609305,12.446724505663544,19.143136740898157,17.064999999999998,11.368000000000002,29.982999999999993,11.3,11.0,9.9,13.1,0.65,1.0,0.0,1.1,0.1607142857142857,0.14285714285714285,0.07142857142857142,0.2857142857142857,5.65,5.5,4.95,6.55
1,planner_type=bandit,20,4,bandit,141.1,133.14999999999998,91.27,215.8,0.5408046115086347,0.5313560093637654,0.45891349511414975,0.6167407617809311,9.80816912281711,9.232503731823591,6.2390501622822425,15.112225869417044,22.643786716842303,19.151763654981856,11.75,36.46539999999999,12.0,12.0,10.8,14.0,0.1,0.0,0.0,0.1,0.20357142857142857,0.21428571428571427,0.07142857142857142,0.29285714285714287,6.0,6.0,5.4,7.0
1,planner_type=bandit,20,5,bandit,170.195,153.45,113.28,240.75,0.537226694751931,0.5472523077029174,0.4520239909663692,0.6030116190345315,11.888172366909748,10.72933791027932,7.830898698444733,16.938177376356784,28.562074251649623,25.075128560716408,15.938044033101058,44.90529999999999,12.4,13.0,10.0,14.0,0.95,1.0,0.0,2.0,0.1357142857142857,0.14285714285714285,0.07142857142857142,0.21428571428571427,6.2,6.5,5.0,7.0
1,planner_type=bandit,20,6,bandit,185.98,180.45,118.31,278.23,0.5300978458637817,0.522532821062669,0.44748775851363604,0.5957564415194713,13.019236791353823,12.592368758323115,8.120894132853856,19.62311890195333,32.86794282866015,29.902662137361627,18.65078215955027,58.05219999999999,12.6,13.0,10.9,14.0,0.75,1.0,0.0,2.0,0.12857142857142856,0.10714285714285714,0.0,0.22142857142857142,6.3,6.5,5.45,7.0
1,planner_type=bandit,20,7,bandit,193.35999999999999,196.6,121.54,280.28999999999996,0.5310039115062274,0.5223561478945756,0.4504390762217378,0.6188521121794118,13.545926615675457,13.767867893992765,8.358901711327796,19.76309371473806,35.581011624067365,34.145597891645195,19.382956175068227,59.842499999999994,12.65,13.0,11.0,14.0,0.3,0.0,0.0,1.0,0.125,0.14285714285714285,0.0,0.21428571428571427,6.325,6.5,5.5,7.0
1,planner_type=bandit,20,8,bandit,217.9,220.25,151.86,286.63,0.5239851574641031,0.5127339345089877,0.4725727850729466,0.5834676199923736,15.302293135553663,15.461014028237642,10.597225111276407,20.235401068537413,40.98921196305922,41.41576893680707,22.622109934058994,68.26389999999999,12.85,13.5,10.9,14.0,0.85,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.14285714285714285,6.425,6.75,5.45,7.0
1,planner_type=bandit,20,9,bandit,232.45499999999998,216.8,158.26,329.11,0.5266680508126278,0.5235069808681261,0.4559839741540628,0.6042790043317962,16.340594546022256,15.200189613311185,11.019439907323449,23.263045082307585,46.066968412958204,44.03657329295359,24.62666230186445,74.38103972708585,13.2,13.0,12.0,14.0,0.7,0.5,0.0,2.0,0.09642857142857142,0.07142857142857142,0.0,0.21428571428571427,6.6,6.5,6.0,7.0
1,planner_type=bandit,20,10,bandit,240.265,241.25,159.22,339.58,0.5281200339994343,0.5196644002681836,0.46307375397825057,0.6107120524117778,16.897725697285995,16.97445952226043,11.053114227566756,24.02079421620239,49.10668159859689,48.75708355284462,28.46533774719408,79.01539999999999,13.05,13.0,12.0,14.0,0.35,0.0,0.0,1.1,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.525,6.5,6.0,7.0
1,planner_type=bandit,20,11,bandit,256.18,249.45,170.87,343.95,0.5355794344166613,0.5232742021416954,0.44494483437854077,0.6101212808346009,18.030781711363097,17.561303158550185,11.907351774418602,24.318898714173514,53.35481408961688,52.02507104006878,31.220952208975604,84.90917587049816,13.45,14.0,12.9,14.0,0.9,1.0,0.0,2.0,0.11785714285714285,0.14285714285714285,0.06428571428571428,0.21428571428571427,6.725,7.0,6.45,7.0
1,planner_type=bandit,20,12,bandit,271.67,269.95,189.72,368.59,0.5427379543361246,0.5329867525707476,0.4730933893245692,0.6220574910603262,19.133631022831935,18.995048915286368,13.241620530952828,26.097040584476986,59.09192021528043,60.949314171191624,35.22402715540187,90.54323686605089,13.35,13.0,12.9,14.0,0.7,0.0,0.0,2.0,0.11071428571428571,0.14285714285714285,0.0,0.21428571428571427,6.675,6.5,6.45,7.0
1,planner_type=bandit,20,13,bandit,273.16499999999996,277.79999999999995,191.47999999999996,373.13999999999993,0.5353852416413848,0.5328422319269,0.4681562678338104,0.5951506719559709,19.244093093465022,19.5721650195552,13.363152799500806,26.404553057899648,60.89435566526585,62.77467752409552,35.53458430109255,93.25031770381993,13.25,14.0,12.0,14.0,0.25,0.0,0.0,1.0,0.10357142857142856,0.10714285714285714,0.0,0.15,6.625,7.0,6.0,7.0
1,planner_type=bandit,20,14,bandit,295.87,291.7,201.71,388.09,0.5449908009515345,0.5560930160835301,0.4638877014411326,0.6121517975781409,20.86107602809566,20.576263402152936,14.10062824529281,27.475836594505054,66.9379086934999,66.83162275906034,41.03128305373364,97.71269367502582,13.35,13.5,12.0,14.0,1.0,1.0,0.0,2.0,0.08928571428571427,0.07142857142857142,0.0,0.21428571428571427,6.675,6.75,6.0,7.0
1,planner_type=bandit,20,15,bandit,308.76,328.45,212.34,407.98,0.5461544982066541,0.5539396527841906,0.47540855440922214,0.615003578069821,21.781208465182388,23.17372997936947,14.88549922653418,28.89955147572673,72.87216475637153,79.8103748411585,41.217632045333815,103.76338375308083,13.5,14.0,12.9,14.0,0.7,0.0,0.0,2.0,0.10714285714285714,0.10714285714285714,0.0,0.21428571428571427,6.75,7.0,6.45,7.0
1,planner_type=bandit,20,16,bandit,321.96999999999997,333.95,221.01,415.18,0.5492710484869755,0.5599810632883393,0.47687474860935053,0.6182940657622955,22.723221618613653,23.57051220857673,15.478831041136067,29.406475606746703,78.98978054688699,82.17688064861406,45.66585295947609,111.25174440286492,13.5,14.0,12.9,14.0,0.2,0.0,0.0,1.0,0.09999999999999999,0.07142857142857142,0.0,0.21428571428571427,6.75,7.0,6.45,7.0
